entity,iso_code,date,indicator,value
United States,USA,28/01/2022,Weekly new hospital admissions per million,383.142
United States,USA,29/01/2022,Daily ICU occupancy,23432
United States,USA,29/01/2022,Daily ICU occupancy per million,69.266
United States,USA,29/01/2022,Daily hospital occupancy,127031
United States,USA,29/01/2022,Daily hospital occupancy per million,375.509
United States,USA,29/01/2022,Weekly new hospital admissions,126717
United States,USA,29/01/2022,Weekly new hospital admissions per million,374.581
United States,USA,30/01/2022,Daily ICU occupancy,23196
United States,USA,30/01/2022,Daily ICU occupancy per million,68.568
United States,USA,30/01/2022,Daily hospital occupancy,125816
United States,USA,30/01/2022,Daily hospital occupancy per million,371.918
United States,USA,30/01/2022,Weekly new hospital admissions,123493
United States,USA,30/01/2022,Weekly new hospital admissions per million,365.051
United States,USA,31/01/2022,Daily ICU occupancy,22909
United States,USA,31/01/2022,Daily ICU occupancy per million,67.72
United States,USA,31/01/2022,Daily hospital occupancy,124054
United States,USA,31/01/2022,Daily hospital occupancy per million,366.709
United States,USA,31/01/2022,Weekly new hospital admissions,119864
United States,USA,31/01/2022,Weekly new hospital admissions per million,354.323
United States,USA,01/02/2022,Daily ICU occupancy,22670
United States,USA,01/02/2022,Daily ICU occupancy per million,67.014
United States,USA,01/02/2022,Daily hospital occupancy,120533
United States,USA,01/02/2022,Daily hospital occupancy per million,356.301
United States,USA,01/02/2022,Weekly new hospital admissions,115569
United States,USA,01/02/2022,Weekly new hospital admissions per million,341.627
United States,USA,02/02/2022,Daily ICU occupancy,21913
United States,USA,02/02/2022,Daily ICU occupancy per million,64.776
United States,USA,02/02/2022,Daily hospital occupancy,117164
United States,USA,02/02/2022,Daily hospital occupancy per million,346.342
United States,USA,02/02/2022,Weekly new hospital admissions,111229
United States,USA,02/02/2022,Weekly new hospital admissions per million,328.798
United States,USA,03/02/2022,Daily ICU occupancy,21330
United States,USA,03/02/2022,Daily ICU occupancy per million,63.052
United States,USA,03/02/2022,Daily hospital occupancy,112628
United States,USA,03/02/2022,Daily hospital occupancy per million,332.933
United States,USA,03/02/2022,Weekly new hospital admissions,107010
United States,USA,03/02/2022,Weekly new hospital admissions per million,316.326
United States,USA,04/02/2022,Daily ICU occupancy,20576
United States,USA,04/02/2022,Daily ICU occupancy per million,60.824
United States,USA,04/02/2022,Daily hospital occupancy,107664
United States,USA,04/02/2022,Daily hospital occupancy per million,318.26
United States,USA,04/02/2022,Weekly new hospital admissions,101810
United States,USA,04/02/2022,Weekly new hospital admissions per million,300.955
United States,USA,05/02/2022,Daily ICU occupancy,19642
United States,USA,05/02/2022,Daily ICU occupancy per million,58.063
United States,USA,05/02/2022,Daily hospital occupancy,101670
United States,USA,05/02/2022,Daily hospital occupancy per million,300.541
United States,USA,05/02/2022,Weekly new hospital admissions,97298
United States,USA,05/02/2022,Weekly new hospital admissions per million,287.617
United States,USA,06/02/2022,Daily ICU occupancy,19280
United States,USA,06/02/2022,Daily ICU occupancy per million,56.993
United States,USA,06/02/2022,Daily hospital occupancy,99064
United States,USA,06/02/2022,Daily hospital occupancy per million,292.838
United States,USA,06/02/2022,Weekly new hospital admissions,94038
United States,USA,06/02/2022,Weekly new hospital admissions per million,277.981
United States,USA,07/02/2022,Daily ICU occupancy,18979
United States,USA,07/02/2022,Daily ICU occupancy per million,56.103
United States,USA,07/02/2022,Daily hospital occupancy,97280
United States,USA,07/02/2022,Daily hospital occupancy per million,287.564
United States,USA,07/02/2022,Weekly new hospital admissions,90622
United States,USA,07/02/2022,Weekly new hospital admissions per million,267.883
United States,USA,08/02/2022,Daily ICU occupancy,18351
United States,USA,08/02/2022,Daily ICU occupancy per million,54.246
United States,USA,08/02/2022,Daily hospital occupancy,93609
United States,USA,08/02/2022,Daily hospital occupancy per million,276.712
United States,USA,08/02/2022,Weekly new hospital admissions,86370
United States,USA,08/02/2022,Weekly new hospital admissions per million,255.314
United States,USA,09/02/2022,Daily ICU occupancy,17716
United States,USA,09/02/2022,Daily ICU occupancy per million,52.369
United States,USA,09/02/2022,Daily hospital occupancy,90113
United States,USA,09/02/2022,Daily hospital occupancy per million,266.378
United States,USA,09/02/2022,Weekly new hospital admissions,82452
United States,USA,09/02/2022,Weekly new hospital admissions per million,243.732
United States,USA,10/02/2022,Daily ICU occupancy,17044
United States,USA,10/02/2022,Daily ICU occupancy per million,50.383
United States,USA,10/02/2022,Daily hospital occupancy,86034
United States,USA,10/02/2022,Daily hospital occupancy per million,254.32
United States,USA,10/02/2022,Weekly new hospital admissions,78755
United States,USA,10/02/2022,Weekly new hospital admissions per million,232.803
United States,USA,11/02/2022,Daily ICU occupancy,16121
United States,USA,11/02/2022,Daily ICU occupancy per million,47.654
United States,USA,11/02/2022,Daily hospital occupancy,81494
United States,USA,11/02/2022,Daily hospital occupancy per million,240.9
United States,USA,11/02/2022,Weekly new hospital admissions,75984
United States,USA,11/02/2022,Weekly new hospital admissions per million,224.612
United States,USA,12/02/2022,Daily ICU occupancy,15437
United States,USA,12/02/2022,Daily ICU occupancy per million,45.632
United States,USA,12/02/2022,Daily hospital occupancy,76807
United States,USA,12/02/2022,Daily hospital occupancy per million,227.045
United States,USA,12/02/2022,Weekly new hospital admissions,72936
United States,USA,12/02/2022,Weekly new hospital admissions per million,215.602
United States,USA,13/02/2022,Daily ICU occupancy,14886
United States,USA,13/02/2022,Daily ICU occupancy per million,44.004
United States,USA,13/02/2022,Daily hospital occupancy,74334
United States,USA,13/02/2022,Daily hospital occupancy per million,219.735
United States,USA,13/02/2022,Weekly new hospital admissions,69715
United States,USA,13/02/2022,Weekly new hospital admissions per million,206.081
United States,USA,14/02/2022,Daily ICU occupancy,14391
United States,USA,14/02/2022,Daily ICU occupancy per million,42.54
United States,USA,14/02/2022,Daily hospital occupancy,72085
United States,USA,14/02/2022,Daily hospital occupancy per million,213.086
United States,USA,14/02/2022,Weekly new hospital admissions,66542
United States,USA,14/02/2022,Weekly new hospital admissions per million,196.701
United States,USA,15/02/2022,Daily ICU occupancy,13814
United States,USA,15/02/2022,Daily ICU occupancy per million,40.835
United States,USA,15/02/2022,Daily hospital occupancy,68705
United States,USA,15/02/2022,Daily hospital occupancy per million,203.095
United States,USA,15/02/2022,Weekly new hospital admissions,62785
United States,USA,15/02/2022,Weekly new hospital admissions per million,185.595
United States,USA,16/02/2022,Daily ICU occupancy,13145
United States,USA,16/02/2022,Daily ICU occupancy per million,38.857
United States,USA,16/02/2022,Daily hospital occupancy,65247
United States,USA,16/02/2022,Daily hospital occupancy per million,192.873
United States,USA,16/02/2022,Weekly new hospital admissions,59326
United States,USA,16/02/2022,Weekly new hospital admissions per million,175.37
United States,USA,17/02/2022,Daily ICU occupancy,12545
United States,USA,17/02/2022,Daily ICU occupancy per million,37.084
United States,USA,17/02/2022,Daily hospital occupancy,61859
United States,USA,17/02/2022,Daily hospital occupancy per million,182.858
United States,USA,17/02/2022,Weekly new hospital admissions,56164
United States,USA,17/02/2022,Weekly new hospital admissions per million,166.023
United States,USA,18/02/2022,Daily ICU occupancy,11927
United States,USA,18/02/2022,Daily ICU occupancy per million,35.257
United States,USA,18/02/2022,Daily hospital occupancy,58681
United States,USA,18/02/2022,Daily hospital occupancy per million,173.464
United States,USA,18/02/2022,Weekly new hospital admissions,53017
United States,USA,18/02/2022,Weekly new hospital admissions per million,156.721
United States,USA,19/02/2022,Daily ICU occupancy,11237
United States,USA,19/02/2022,Daily ICU occupancy per million,33.217
United States,USA,19/02/2022,Daily hospital occupancy,54814
United States,USA,19/02/2022,Daily hospital occupancy per million,162.033
United States,USA,19/02/2022,Weekly new hospital admissions,49942
United States,USA,19/02/2022,Weekly new hospital admissions per million,147.631
United States,USA,20/02/2022,Daily ICU occupancy,10777
United States,USA,20/02/2022,Daily ICU occupancy per million,31.857
United States,USA,20/02/2022,Daily hospital occupancy,52974
United States,USA,20/02/2022,Daily hospital occupancy per million,156.594
United States,USA,20/02/2022,Weekly new hospital admissions,47651
United States,USA,20/02/2022,Weekly new hospital admissions per million,140.858
United States,USA,21/02/2022,Daily ICU occupancy,10453
United States,USA,21/02/2022,Daily ICU occupancy per million,30.9
United States,USA,21/02/2022,Daily hospital occupancy,51320
United States,USA,21/02/2022,Daily hospital occupancy per million,151.704
United States,USA,21/02/2022,Weekly new hospital admissions,45701
United States,USA,21/02/2022,Weekly new hospital admissions per million,135.094
United States,USA,22/02/2022,Daily ICU occupancy,10174
United States,USA,22/02/2022,Daily ICU occupancy per million,30.075
United States,USA,22/02/2022,Daily hospital occupancy,49428
United States,USA,22/02/2022,Daily hospital occupancy per million,146.111
United States,USA,22/02/2022,Weekly new hospital admissions,43475
United States,USA,22/02/2022,Weekly new hospital admissions per million,128.514
United States,USA,23/02/2022,Daily ICU occupancy,9622
United States,USA,23/02/2022,Daily ICU occupancy per million,28.443
United States,USA,23/02/2022,Daily hospital occupancy,47022
United States,USA,23/02/2022,Daily hospital occupancy per million,138.999
United States,USA,23/02/2022,Weekly new hospital admissions,41224
United States,USA,23/02/2022,Weekly new hospital admissions per million,121.86
United States,USA,24/02/2022,Daily ICU occupancy,9113
United States,USA,24/02/2022,Daily ICU occupancy per million,26.938
United States,USA,24/02/2022,Daily hospital occupancy,44380
United States,USA,24/02/2022,Daily hospital occupancy per million,131.189
United States,USA,24/02/2022,Weekly new hospital admissions,38905
United States,USA,24/02/2022,Weekly new hospital admissions per million,115.005
United States,USA,25/02/2022,Daily ICU occupancy,8605
United States,USA,25/02/2022,Daily ICU occupancy per million,25.437
United States,USA,25/02/2022,Daily hospital occupancy,42035
United States,USA,25/02/2022,Daily hospital occupancy per million,124.257
United States,USA,25/02/2022,Weekly new hospital admissions,36937
United States,USA,25/02/2022,Weekly new hospital admissions per million,109.187
United States,USA,26/02/2022,Daily ICU occupancy,7998
United States,USA,26/02/2022,Daily ICU occupancy per million,23.642
United States,USA,26/02/2022,Daily hospital occupancy,39278
United States,USA,26/02/2022,Daily hospital occupancy per million,116.108
United States,USA,26/02/2022,Weekly new hospital admissions,35208
United States,USA,26/02/2022,Weekly new hospital admissions per million,104.076
United States,USA,27/02/2022,Daily ICU occupancy,7595
United States,USA,27/02/2022,Daily ICU occupancy per million,22.451
United States,USA,27/02/2022,Daily hospital occupancy,37964
United States,USA,27/02/2022,Daily hospital occupancy per million,112.223
United States,USA,27/02/2022,Weekly new hospital admissions,33745
United States,USA,27/02/2022,Weekly new hospital admissions per million,99.752
United States,USA,28/02/2022,Daily ICU occupancy,7358
United States,USA,28/02/2022,Daily ICU occupancy per million,21.751
United States,USA,28/02/2022,Daily hospital occupancy,36982
United States,USA,28/02/2022,Daily hospital occupancy per million,109.32
United States,USA,28/02/2022,Weekly new hospital admissions,32382
United States,USA,28/02/2022,Weekly new hospital admissions per million,95.723
United States,USA,01/03/2022,Daily ICU occupancy,7148
United States,USA,01/03/2022,Daily ICU occupancy per million,21.13
United States,USA,01/03/2022,Daily hospital occupancy,35342
United States,USA,01/03/2022,Daily hospital occupancy per million,104.473
United States,USA,01/03/2022,Weekly new hospital admissions,30818
United States,USA,01/03/2022,Weekly new hospital admissions per million,91.099
United States,USA,02/03/2022,Daily ICU occupancy,6797
United States,USA,02/03/2022,Daily ICU occupancy per million,20.092
United States,USA,02/03/2022,Daily hospital occupancy,33770
United States,USA,02/03/2022,Daily hospital occupancy per million,99.826
United States,USA,02/03/2022,Weekly new hospital admissions,29323
United States,USA,02/03/2022,Weekly new hospital admissions per million,86.68
United States,USA,03/03/2022,Daily ICU occupancy,6488
United States,USA,03/03/2022,Daily ICU occupancy per million,19.179
United States,USA,03/03/2022,Daily hospital occupancy,31996
United States,USA,03/03/2022,Daily hospital occupancy per million,94.582
United States,USA,03/03/2022,Weekly new hospital admissions,28043
United States,USA,03/03/2022,Weekly new hospital admissions per million,82.896
United States,USA,04/03/2022,Daily ICU occupancy,6039
United States,USA,04/03/2022,Daily ICU occupancy per million,17.852
United States,USA,04/03/2022,Daily hospital occupancy,29869
United States,USA,04/03/2022,Daily hospital occupancy per million,88.294
United States,USA,04/03/2022,Weekly new hospital admissions,26759
United States,USA,04/03/2022,Weekly new hospital admissions per million,79.101
United States,USA,05/03/2022,Daily ICU occupancy,5681
United States,USA,05/03/2022,Daily ICU occupancy per million,16.793
United States,USA,05/03/2022,Daily hospital occupancy,27801
United States,USA,05/03/2022,Daily hospital occupancy per million,82.181
United States,USA,05/03/2022,Weekly new hospital admissions,25644
United States,USA,05/03/2022,Weekly new hospital admissions per million,75.805
United States,USA,06/03/2022,Daily ICU occupancy,5492
United States,USA,06/03/2022,Daily ICU occupancy per million,16.235
United States,USA,06/03/2022,Daily hospital occupancy,27011
United States,USA,06/03/2022,Daily hospital occupancy per million,79.846
United States,USA,06/03/2022,Weekly new hospital admissions,24766
United States,USA,06/03/2022,Weekly new hospital admissions per million,73.209
United States,USA,07/03/2022,Daily ICU occupancy,5345
United States,USA,07/03/2022,Daily ICU occupancy per million,15.8
United States,USA,07/03/2022,Daily hospital occupancy,26401
United States,USA,07/03/2022,Daily hospital occupancy per million,78.043
United States,USA,07/03/2022,Weekly new hospital admissions,23926
United States,USA,07/03/2022,Weekly new hospital admissions per million,70.726
United States,USA,08/03/2022,Daily ICU occupancy,4988
United States,USA,08/03/2022,Daily ICU occupancy per million,14.745
United States,USA,08/03/2022,Daily hospital occupancy,25188
United States,USA,08/03/2022,Daily hospital occupancy per million,74.457
United States,USA,08/03/2022,Weekly new hospital admissions,22709
United States,USA,08/03/2022,Weekly new hospital admissions per million,67.129
United States,USA,09/03/2022,Daily ICU occupancy,4743
United States,USA,09/03/2022,Daily ICU occupancy per million,14.021
United States,USA,09/03/2022,Daily hospital occupancy,24175
United States,USA,09/03/2022,Daily hospital occupancy per million,71.462
United States,USA,09/03/2022,Weekly new hospital admissions,21485
United States,USA,09/03/2022,Weekly new hospital admissions per million,63.511
United States,USA,10/03/2022,Daily ICU occupancy,4440
United States,USA,10/03/2022,Daily ICU occupancy per million,13.125
United States,USA,10/03/2022,Daily hospital occupancy,22841
United States,USA,10/03/2022,Daily hospital occupancy per million,67.519
United States,USA,10/03/2022,Weekly new hospital admissions,20450
United States,USA,10/03/2022,Weekly new hospital admissions per million,60.451
United States,USA,11/03/2022,Daily ICU occupancy,4174
United States,USA,11/03/2022,Daily ICU occupancy per million,12.339
United States,USA,11/03/2022,Daily hospital occupancy,21501
United States,USA,11/03/2022,Daily hospital occupancy per million,63.558
United States,USA,11/03/2022,Weekly new hospital admissions,19560
United States,USA,11/03/2022,Weekly new hospital admissions per million,57.82
United States,USA,12/03/2022,Daily ICU occupancy,3882
United States,USA,12/03/2022,Daily ICU occupancy per million,11.475
United States,USA,12/03/2022,Daily hospital occupancy,20232
United States,USA,12/03/2022,Daily hospital occupancy per million,59.807
United States,USA,12/03/2022,Weekly new hospital admissions,18764
United States,USA,12/03/2022,Weekly new hospital admissions per million,55.467
United States,USA,13/03/2022,Daily ICU occupancy,3777
United States,USA,13/03/2022,Daily ICU occupancy per million,11.165
United States,USA,13/03/2022,Daily hospital occupancy,19546
United States,USA,13/03/2022,Daily hospital occupancy per million,57.779
United States,USA,13/03/2022,Weekly new hospital admissions,18008
United States,USA,13/03/2022,Weekly new hospital admissions per million,53.232
United States,USA,14/03/2022,Daily ICU occupancy,3681
United States,USA,14/03/2022,Daily ICU occupancy per million,10.881
United States,USA,14/03/2022,Daily hospital occupancy,19020
United States,USA,14/03/2022,Daily hospital occupancy per million,56.224
United States,USA,14/03/2022,Weekly new hospital admissions,17264
United States,USA,14/03/2022,Weekly new hospital admissions per million,51.033
United States,USA,15/03/2022,Daily ICU occupancy,3504
United States,USA,15/03/2022,Daily ICU occupancy per million,10.358
United States,USA,15/03/2022,Daily hospital occupancy,18519
United States,USA,15/03/2022,Daily hospital occupancy per million,54.743
United States,USA,15/03/2022,Weekly new hospital admissions,16719
United States,USA,15/03/2022,Weekly new hospital admissions per million,49.422
United States,USA,16/03/2022,Daily ICU occupancy,3453
United States,USA,16/03/2022,Daily ICU occupancy per million,10.207
United States,USA,16/03/2022,Daily hospital occupancy,17945
United States,USA,16/03/2022,Daily hospital occupancy per million,53.046
United States,USA,16/03/2022,Weekly new hospital admissions,16137
United States,USA,16/03/2022,Weekly new hospital admissions per million,47.702
United States,USA,17/03/2022,Daily ICU occupancy,3296
United States,USA,17/03/2022,Daily ICU occupancy per million,9.743
United States,USA,17/03/2022,Daily hospital occupancy,17394
United States,USA,17/03/2022,Daily hospital occupancy per million,51.417
United States,USA,17/03/2022,Weekly new hospital admissions,15542
United States,USA,17/03/2022,Weekly new hospital admissions per million,45.943
United States,USA,18/03/2022,Daily ICU occupancy,3129
United States,USA,18/03/2022,Daily ICU occupancy per million,9.249
United States,USA,18/03/2022,Daily hospital occupancy,16540
United States,USA,18/03/2022,Daily hospital occupancy per million,48.893
United States,USA,18/03/2022,Weekly new hospital admissions,14986
United States,USA,18/03/2022,Weekly new hospital admissions per million,44.299
United States,USA,19/03/2022,Daily ICU occupancy,3040
United States,USA,19/03/2022,Daily ICU occupancy per million,8.986
United States,USA,19/03/2022,Daily hospital occupancy,15659
United States,USA,19/03/2022,Daily hospital occupancy per million,46.289
United States,USA,19/03/2022,Weekly new hospital admissions,14417
United States,USA,19/03/2022,Weekly new hospital admissions per million,42.617
United States,USA,20/03/2022,Daily ICU occupancy,2937
United States,USA,20/03/2022,Daily ICU occupancy per million,8.682
United States,USA,20/03/2022,Daily hospital occupancy,15341
United States,USA,20/03/2022,Daily hospital occupancy per million,45.349
United States,USA,20/03/2022,Weekly new hospital admissions,14085
United States,USA,20/03/2022,Weekly new hospital admissions per million,41.636
United States,USA,21/03/2022,Daily ICU occupancy,2869
United States,USA,21/03/2022,Daily ICU occupancy per million,8.481
United States,USA,21/03/2022,Daily hospital occupancy,15071
United States,USA,21/03/2022,Daily hospital occupancy per million,44.551
United States,USA,21/03/2022,Weekly new hospital admissions,13811
United States,USA,21/03/2022,Weekly new hospital admissions per million,40.826
United States,USA,22/03/2022,Daily ICU occupancy,2738
United States,USA,22/03/2022,Daily ICU occupancy per million,8.094
United States,USA,22/03/2022,Daily hospital occupancy,14553
United States,USA,22/03/2022,Daily hospital occupancy per million,43.019
United States,USA,22/03/2022,Weekly new hospital admissions,13331
United States,USA,22/03/2022,Weekly new hospital admissions per million,39.407
United States,USA,23/03/2022,Daily ICU occupancy,2593
United States,USA,23/03/2022,Daily ICU occupancy per million,7.665
United States,USA,23/03/2022,Daily hospital occupancy,14170
United States,USA,23/03/2022,Daily hospital occupancy per million,41.887
United States,USA,23/03/2022,Weekly new hospital admissions,13015
United States,USA,23/03/2022,Weekly new hospital admissions per million,38.473
United States,USA,24/03/2022,Daily ICU occupancy,2499
United States,USA,24/03/2022,Daily ICU occupancy per million,7.387
United States,USA,24/03/2022,Daily hospital occupancy,13623
United States,USA,24/03/2022,Daily hospital occupancy per million,40.27
United States,USA,24/03/2022,Weekly new hospital admissions,12645
United States,USA,24/03/2022,Weekly new hospital admissions per million,37.379
United States,USA,25/03/2022,Daily ICU occupancy,2314
United States,USA,25/03/2022,Daily ICU occupancy per million,6.84
United States,USA,25/03/2022,Daily hospital occupancy,13100
United States,USA,25/03/2022,Daily hospital occupancy per million,38.724
United States,USA,25/03/2022,Weekly new hospital admissions,12317
United States,USA,25/03/2022,Weekly new hospital admissions per million,36.41
United States,USA,26/03/2022,Daily ICU occupancy,2214
United States,USA,26/03/2022,Daily ICU occupancy per million,6.545
United States,USA,26/03/2022,Daily hospital occupancy,12574
United States,USA,26/03/2022,Daily hospital occupancy per million,37.169
United States,USA,26/03/2022,Weekly new hospital admissions,12191
United States,USA,26/03/2022,Weekly new hospital admissions per million,36.037
United States,USA,27/03/2022,Daily ICU occupancy,2170
United States,USA,27/03/2022,Daily ICU occupancy per million,6.415
United States,USA,27/03/2022,Daily hospital occupancy,12203
United States,USA,27/03/2022,Daily hospital occupancy per million,36.073
United States,USA,27/03/2022,Weekly new hospital admissions,12042
United States,USA,27/03/2022,Weekly new hospital admissions per million,35.597
United States,USA,28/03/2022,Daily ICU occupancy,2134
United States,USA,28/03/2022,Daily ICU occupancy per million,6.308
United States,USA,28/03/2022,Daily hospital occupancy,12094
United States,USA,28/03/2022,Daily hospital occupancy per million,35.75
United States,USA,28/03/2022,Weekly new hospital admissions,11847
United States,USA,28/03/2022,Weekly new hospital admissions per million,35.02
United States,USA,29/03/2022,Daily ICU occupancy,2091
United States,USA,29/03/2022,Daily ICU occupancy per million,6.181
United States,USA,29/03/2022,Daily hospital occupancy,11810
United States,USA,29/03/2022,Daily hospital occupancy per million,34.911
United States,USA,29/03/2022,Weekly new hospital admissions,11572
United States,USA,29/03/2022,Weekly new hospital admissions per million,34.207
United States,USA,30/03/2022,Daily ICU occupancy,2026
United States,USA,30/03/2022,Daily ICU occupancy per million,5.989
United States,USA,30/03/2022,Daily hospital occupancy,11545
United States,USA,30/03/2022,Daily hospital occupancy per million,34.128
United States,USA,30/03/2022,Weekly new hospital admissions,11227
United States,USA,30/03/2022,Weekly new hospital admissions per million,33.188
United States,USA,31/03/2022,Daily ICU occupancy,1949
United States,USA,31/03/2022,Daily ICU occupancy per million,5.761
United States,USA,31/03/2022,Daily hospital occupancy,11294
United States,USA,31/03/2022,Daily hospital occupancy per million,33.386
United States,USA,31/03/2022,Weekly new hospital admissions,11023
United States,USA,31/03/2022,Weekly new hospital admissions per million,32.584
United States,USA,01/04/2022,Daily ICU occupancy,1862
United States,USA,01/04/2022,Daily ICU occupancy per million,5.504
United States,USA,01/04/2022,Daily hospital occupancy,10900
United States,USA,01/04/2022,Daily hospital occupancy per million,32.221
United States,USA,01/04/2022,Weekly new hospital admissions,10825
United States,USA,01/04/2022,Weekly new hospital admissions per million,31.999
United States,USA,02/04/2022,Daily ICU occupancy,1802
United States,USA,02/04/2022,Daily ICU occupancy per million,5.327
United States,USA,02/04/2022,Daily hospital occupancy,10526
United States,USA,02/04/2022,Daily hospital occupancy per million,31.115
United States,USA,02/04/2022,Weekly new hospital admissions,10560
United States,USA,02/04/2022,Weekly new hospital admissions per million,31.216
United States,USA,03/04/2022,Daily ICU occupancy,1794
United States,USA,03/04/2022,Daily ICU occupancy per million,5.303
United States,USA,03/04/2022,Daily hospital occupancy,10380
United States,USA,03/04/2022,Daily hospital occupancy per million,30.684
United States,USA,03/04/2022,Weekly new hospital admissions,10354
United States,USA,03/04/2022,Weekly new hospital admissions per million,30.607
United States,USA,04/04/2022,Daily ICU occupancy,1764
United States,USA,04/04/2022,Daily ICU occupancy per million,5.214
United States,USA,04/04/2022,Daily hospital occupancy,10515
United States,USA,04/04/2022,Daily hospital occupancy per million,31.083
United States,USA,04/04/2022,Weekly new hospital admissions,10352
United States,USA,04/04/2022,Weekly new hospital admissions per million,30.601
United States,USA,05/04/2022,Daily ICU occupancy,1713
United States,USA,05/04/2022,Daily ICU occupancy per million,5.064
United States,USA,05/04/2022,Daily hospital occupancy,10479
United States,USA,05/04/2022,Daily hospital occupancy per million,30.976
United States,USA,05/04/2022,Weekly new hospital admissions,10287
United States,USA,05/04/2022,Weekly new hospital admissions per million,30.409
United States,USA,06/04/2022,Daily ICU occupancy,1705
United States,USA,06/04/2022,Daily ICU occupancy per million,5.04
United States,USA,06/04/2022,Daily hospital occupancy,10418
United States,USA,06/04/2022,Daily hospital occupancy per million,30.796
United States,USA,06/04/2022,Weekly new hospital admissions,10262
United States,USA,06/04/2022,Weekly new hospital admissions per million,30.335
United States,USA,07/04/2022,Daily ICU occupancy,1723
United States,USA,07/04/2022,Daily ICU occupancy per million,5.093
United States,USA,07/04/2022,Daily hospital occupancy,10402
United States,USA,07/04/2022,Daily hospital occupancy per million,30.749
United States,USA,07/04/2022,Weekly new hospital admissions,10296
United States,USA,07/04/2022,Weekly new hospital admissions per million,30.435
United States,USA,08/04/2022,Daily ICU occupancy,1682
United States,USA,08/04/2022,Daily ICU occupancy per million,4.972
United States,USA,08/04/2022,Daily hospital occupancy,10218
United States,USA,08/04/2022,Daily hospital occupancy per million,30.205
United States,USA,08/04/2022,Weekly new hospital admissions,10376
United States,USA,08/04/2022,Weekly new hospital admissions per million,30.672
United States,USA,09/04/2022,Daily ICU occupancy,1590
United States,USA,09/04/2022,Daily ICU occupancy per million,4.7
United States,USA,09/04/2022,Daily hospital occupancy,9875
United States,USA,09/04/2022,Daily hospital occupancy per million,29.191
United States,USA,09/04/2022,Weekly new hospital admissions,10342
United States,USA,09/04/2022,Weekly new hospital admissions per million,30.571
United States,USA,10/04/2022,Daily ICU occupancy,1534
United States,USA,10/04/2022,Daily ICU occupancy per million,4.535
United States,USA,10/04/2022,Daily hospital occupancy,9866
United States,USA,10/04/2022,Daily hospital occupancy per million,29.164
United States,USA,10/04/2022,Weekly new hospital admissions,10468
United States,USA,10/04/2022,Weekly new hospital admissions per million,30.944
United States,USA,11/04/2022,Daily ICU occupancy,1568
United States,USA,11/04/2022,Daily ICU occupancy per million,4.635
United States,USA,11/04/2022,Daily hospital occupancy,10090
United States,USA,11/04/2022,Daily hospital occupancy per million,29.826
United States,USA,11/04/2022,Weekly new hospital admissions,10481
United States,USA,11/04/2022,Weekly new hospital admissions per million,30.982
United States,USA,12/04/2022,Daily ICU occupancy,1527
United States,USA,12/04/2022,Daily ICU occupancy per million,4.514
United States,USA,12/04/2022,Daily hospital occupancy,10138
United States,USA,12/04/2022,Daily hospital occupancy per million,29.968
United States,USA,12/04/2022,Weekly new hospital admissions,10615
United States,USA,12/04/2022,Weekly new hospital admissions per million,31.378
United States,USA,13/04/2022,Daily ICU occupancy,1522
United States,USA,13/04/2022,Daily ICU occupancy per million,4.499
United States,USA,13/04/2022,Daily hospital occupancy,10163
United States,USA,13/04/2022,Daily hospital occupancy per million,30.042
United States,USA,13/04/2022,Weekly new hospital admissions,10699
United States,USA,13/04/2022,Weekly new hospital admissions per million,31.627
United States,USA,14/04/2022,Daily ICU occupancy,1548
United States,USA,14/04/2022,Daily ICU occupancy per million,4.576
United States,USA,14/04/2022,Daily hospital occupancy,10199
United States,USA,14/04/2022,Daily hospital occupancy per million,30.149
United States,USA,14/04/2022,Weekly new hospital admissions,10774
United States,USA,14/04/2022,Weekly new hospital admissions per million,31.848
United States,USA,15/04/2022,Daily ICU occupancy,1529
United States,USA,15/04/2022,Daily ICU occupancy per million,4.52
United States,USA,15/04/2022,Daily hospital occupancy,10298
United States,USA,15/04/2022,Daily hospital occupancy per million,30.441
United States,USA,15/04/2022,Weekly new hospital admissions,10906
United States,USA,15/04/2022,Weekly new hospital admissions per million,32.239
United States,USA,16/04/2022,Daily ICU occupancy,1457
United States,USA,16/04/2022,Daily ICU occupancy per million,4.307
United States,USA,16/04/2022,Daily hospital occupancy,9958
United States,USA,16/04/2022,Daily hospital occupancy per million,29.436
United States,USA,16/04/2022,Weekly new hospital admissions,11037
United States,USA,16/04/2022,Weekly new hospital admissions per million,32.626
United States,USA,17/04/2022,Daily ICU occupancy,1432
United States,USA,17/04/2022,Daily ICU occupancy per million,4.233
United States,USA,17/04/2022,Daily hospital occupancy,10152
United States,USA,17/04/2022,Daily hospital occupancy per million,30.01
United States,USA,17/04/2022,Weekly new hospital admissions,11081
United States,USA,17/04/2022,Weekly new hospital admissions per million,32.756
United States,USA,18/04/2022,Daily ICU occupancy,1450
United States,USA,18/04/2022,Daily ICU occupancy per million,4.286
United States,USA,18/04/2022,Daily hospital occupancy,10413
United States,USA,18/04/2022,Daily hospital occupancy per million,30.781
United States,USA,18/04/2022,Weekly new hospital admissions,11288
United States,USA,18/04/2022,Weekly new hospital admissions per million,33.368
United States,USA,19/04/2022,Daily ICU occupancy,1485
United States,USA,19/04/2022,Daily ICU occupancy per million,4.39
United States,USA,19/04/2022,Daily hospital occupancy,10676
